seed,scenario,controller,p95_ms,p99_ms,violation_pct,served_iops,queue_depth,actions,fairness,decision_us
36,nominal,predictive_no_forecast,7.528773561875764,9.011713808911905,0.034722222222222224,17812.78566464769,5.172702074766603,16,0.9999999889722465,2.652786111111111
36,nominal,mpc,7.59119173869482,9.086426475104416,0.10416666666666667,17811.539568851214,5.615220127567783,27,0.9999977661674344,19.74981388888889
37,nominal,static,10.206509717857573,12.216882844102265,23.40277777777778,17762.886267921393,37.218492177760595,0,0.9597708831474209,0.08720416666666667
37,nominal,reactive,10.467907182883543,12.529767688603041,10.104166666666666,17781.96615916838,29.700582795948346,63,0.9993185740257244,2.829275
37,nominal,predictive,7.33285838521256,8.77720927926959,0.0,17808.61631815295,2.094500649477473,45,1.0,19.397091666666668
37,nominal,predictive_no_forecast,7.489032859250864,8.964145392133608,0.034722222222222224,17805.971918296473,4.973319728020489,20,0.999999956663141,2.6843791666666665
37,nominal,mpc,8.209969911913879,9.82708519759388,10.277777777777777,17796.40748167369,13.271212862601192,29,0.9977772359152935,19.6930625
38,nominal,static,10.512481821577346,12.583122180372875,14.51388888888889,17769.199122116577,38.063040571410006,0,0.9607083250006937,0.09079166666666667
38,nominal,reactive,9.915596847376646,11.868668953678123,18.020833333333332,17798.07116497777,27.509963034764795,76,0.9987126813875464,3.0501625
38,nominal,predictive,9.52302141720902,11.398768059992623,10.034722222222223,17803.967694945,20.642257115450853,43,0.9996267492087137,19.232713888888888
